1,6,女,杭州,大众朗逸,23,白色
2,10,男,深圳,宝马X1,95,白色
3,2,男,北京,大众朗逸,23,黑色
4,10,男,北京,大众朗逸,23,白色
5,2,女,深圳,奥迪Q2L,65,蓝色
6,8,女,深圳,宝马3系,96,灰色
7,11,女,杭州,奔驰EQC,150,红色
8,1,男,北京,宝马X1,95,蓝色
9,4,女,北京,大众朗逸,23,灰色
10,12,男,北京,奥迪A6L,87,灰色
11,9,女,上海,奔驰EQC,150,灰色
12,7,女,上海,宝马X1,95,灰色
13,3,男,深圳,奔驰EQC,150,蓝色
14,6,女,天津,宝马3系,96,白色
15,3,男,上海,奥迪A6L,87,蓝色
16,11,男,深圳,宝马X1,95,黑色
17,8,男,杭州,奔驰EQC,150,灰色
18,3,男,深圳,奔驰EQC,150,灰色
19,12,男,天津,宝马X1,95,蓝色
20,12,男,上海,大众朗逸,23,黑色
21,6,女,天津,奥迪Q2L,65,蓝色
22,6,男,广州,奥迪Q2L,65,灰色
23,4,女,深圳,宝马3系,96,黑色
24,4,女,深圳,宝马X1,95,灰色
25,8,男,杭州,宝马X1,95,黑色
26,3,男,广州,大众朗逸,23,白色
27,11,男,上海,奥迪Q2L,65,白色
28,5,女,广州,奔驰EQC,150,灰色
29,2,男,广州,宝马X1,95,红色
30,6,女,杭州,奔驰EQC,150,灰色
31,8,男,北京,大众朗逸,23,红色
32,7,男,天津,奥迪A6L,87,灰色
33,1,男,上海,宝马3系,96,黑色
34,10,女,广州,大众朗逸,23,黑色
35,11,女,广州,宝马X1,95,灰色
36,11,女,广州,大众朗逸,23,白色
37,2,男,广州,奥迪A6L,87,灰色
38,9,男,北京,奔驰EQC,150,蓝色
39,1,男,广州,奔驰EQC,150,蓝色
40,12,女,上海,宝马3系,96,黑色
41,3,男,天津,宝马3系,96,红色
42,5,女,上海,奥迪Q2L,65,蓝色
43,2,男,深圳,奥迪A6L,87,红色
44,5,女,北京,奥迪Q2L,65,红色
45,9,男,上海,宝马3系,96,蓝色
46,10,男,天津,奥迪A6L,87,灰色
47,12,女,广州,宝马3系,96,白色
48,8,男,广州,宝马X1,95,黑色
49,2,男,杭州,奔驰EQC,150,白色
50,1,男,北京,奥迪A6L,87,白色
51,3,女,北京,宝马3系,96,蓝色
52,5,男,上海,奥迪Q2L,65,红色
53,10,男,深圳,奔驰EQC,150,黑色
54,2,男,天津,宝马X1,95,红色
55,4,男,天津,宝马X1,95,黑色
56,2,女,上海,奥迪Q2L,65,白色
57,11,男,杭州,宝马X1,95,黑色
58,11,男,杭州,奔驰EQC,150,红色
59,4,男,天津,奔驰EQC,150,蓝色
60,5,女,北京,宝马X1,95,蓝色
61,2,女,杭州,奥迪Q2L,65,白色
62,1,男,深圳,奔驰EQC,150,蓝色
63,5,男,北京,奥迪Q2L,65,黑色
64,2,女,杭州,奥迪A6L,87,红色
65,11,男,深圳,奥迪A6L,87,灰色
66,9,女,深圳,大众朗逸,23,黑色
67,7,男,北京,奥迪A6L,87,灰色
68,3,男,广州,奔驰EQC,150,灰色
69,2,男,广州,奥迪Q2L,65,红色
70,5,男,上海,奥迪A6L,87,蓝色
71,10,男,北京,宝马X1,95,灰色
72,11,男,上海,奥迪Q2L,65,红色
73,5,女,杭州,奥迪A6L,87,蓝色
74,1,男,天津,奥迪Q2L,65,黑色
75,2,女,天津,宝马3系,96,黑色
76,8,男,杭州,宝马3系,96,白色
77,9,女,上海,宝马X1,95,白色
78,9,男,深圳,宝马X1,95,红色
79,10,女,杭州,奔驰EQC,150,黑色
80,10,女,上海,宝马3系,96,蓝色
81,7,女,杭州,宝马3系,96,灰色
82,4,女,北京,奥迪A6L,87,白色
83,10,女,杭州,奔驰EQC,150,黑色
84,2,男,杭州,大众朗逸,23,红色
85,3,女,广州,奥迪Q2L,65,白色
86,2,女,杭州,奥迪A6L,87,灰色
87,4,女,上海,奥迪A6L,87,白色
88,1,男,北京,奥迪Q2L,65,蓝色
89,2,男,北京,奥迪Q2L,65,蓝色
90,11,男,杭州,奔驰EQC,150,黑色
91,3,男,深圳,奥迪A6L,87,黑色
92,11,女,深圳,大众朗逸,23,灰色
93,9,男,北京,奥迪Q2L,65,白色
94,3,女,深圳,大众朗逸,23,红色
95,6,男,北京,宝马3系,96,红色
96,1,女,北京,奥迪Q2L,65,灰色
97,3,男,深圳,奔驰EQC,150,白色
98,4,男,北京,奥迪Q2L,65,白色
99,1,男,天津,奥迪A6L,87,白色
100,9,男,天津,奥迪Q2L,65,黑色
101,5,女,北京,大众朗逸,23,红色
102,9,女,广州,大众朗逸,23,灰色
103,1,女,上海,宝马X1,95,白色
104,2,女,北京,大众朗逸,23,灰色
105,8,男,北京,大众朗逸,23,灰色
106,6,男,北京,大众朗逸,23,蓝色
107,4,男,上海,奥迪A6L,87,白色
108,3,女,深圳,奥迪Q2L,65,白色
109,9,男,深圳,宝马X1,95,蓝色
110,6,女,上海,大众朗逸,23,红色
111,10,女,天津,奔驰EQC,150,白色
112,11,男,深圳,宝马3系,96,蓝色
113,9,男,天津,奔驰EQC,150,蓝色
114,12,女,北京,大众朗逸,23,蓝色
115,7,女,北京,奔驰EQC,150,蓝色
116,10,女,北京,宝马3系,96,蓝色
117,12,男,广州,宝马X1,95,白色
118,3,男,北京,宝马X1,95,黑色
119,1,女,天津,奥迪A6L,87,红色
120,11,男,北京,宝马3系,96,白色
121,1,女,深圳,奥迪A6L,87,蓝色
122,4,男,广州,大众朗逸,23,红色
123,11,女,深圳,宝马3系,96,红色
124,12,男,天津,宝马X1,95,灰色
125,11,男,深圳,奥迪A6L,87,白色
126,6,男,上海,奥迪A6L,87,黑色
127,7,男,深圳,奥迪A6L,87,黑色
128,8,男,深圳,宝马X1,95,灰色
129,11,女,广州,奥迪A6L,87,灰色
130,5,女,天津,奥迪Q2L,65,白色
131,12,男,天津,奥迪Q2L,65,蓝色
132,6,男,天津,宝马3系,96,蓝色
133,8,女,上海,大众朗逸,23,白色
134,2,男,天津,奥迪Q2L,65,红色
135,5,男,广州,宝马3系,96,灰色
136,9,女,上海,奥迪Q2L,65,红色
137,5,女,上海,奔驰EQC,150,黑色
138,9,女,广州,奥迪Q2L,65,灰色
139,11,男,杭州,奥迪A6L,87,灰色
140,11,男,北京,奥迪Q2L,65,红色
141,1,男,北京,大众朗逸,23,红色
142,9,女,上海,宝马X1,95,红色
143,4,女,天津,大众朗逸,23,红色
144,4,女,上海,宝马X1,95,红色
145,3,男,深圳,宝马X1,95,红色
146,11,女,北京,大众朗逸,23,灰色
147,12,男,杭州,宝马3系,96,蓝色
148,9,男,北京,大众朗逸,23,红色
149,4,男,北京,宝马3系,96,黑色
150,11,女,北京,奔驰EQC,150,灰色
151,6,女,天津,宝马X1,95,白色
152,8,男,广州,宝马X1,95,红色
153,5,男,广州,大众朗逸,23,黑色
154,8,男,天津,奔驰EQC,150,蓝色
155,12,女,杭州,奔驰EQC,150,白色
156,3,男,天津,奥迪A6L,87,蓝色
157,6,女,天津,大众朗逸,23,蓝色
158,1,男,北京,奥迪A6L,87,白色
159,9,女,北京,奥迪A6L,87,灰色
160,5,男,上海,奥迪Q2L,65,红色
161,4,女,北京,宝马3系,96,红色
162,1,女,上海,奔驰EQC,150,黑色
163,6,女,北京,奥迪A6L,87,黑色
164,2,男,杭州,大众朗逸,23,黑色
165,7,女,广州,奥迪Q2L,65,黑色
166,4,男,杭州,大众朗逸,23,灰色
167,4,女,杭州,宝马X1,95,红色
168,5,女,杭州,大众朗逸,23,红色
169,2,男,深圳,大众朗逸,23,蓝色
170,8,男,杭州,大众朗逸,23,蓝色
171,9,女,广州,宝马3系,96,红色
172,6,男,杭州,奥迪A6L,87,蓝色
173,11,女,广州,宝马X1,95,灰色
174,7,女,北京,大众朗逸,23,灰色
175,9,女,杭州,宝马3系,96,黑色
