1,5,女,天津,奥迪A6L,87,黑色
2,8,女,天津,奔驰EQC,150,红色
3,12,男,北京,奥迪A6L,87,黑色
4,6,女,北京,大众朗逸,23,灰色
5,3,男,广州,宝马X1,95,白色
6,8,男,天津,大众朗逸,23,白色
7,12,男,北京,奥迪A6L,87,红色
8,8,男,深圳,宝马X1,95,蓝色
9,2,男,广州,奥迪Q2L,65,白色
10,8,女,杭州,奥迪A6L,87,白色
11,4,男,杭州,宝马3系,96,蓝色
12,11,男,广州,宝马X1,95,蓝色
13,12,男,天津,奥迪A6L,87,灰色
14,10,男,上海,宝马3系,96,蓝色
15,9,女,上海,宝马X1,95,白色
16,10,男,深圳,宝马3系,96,白色
17,6,男,杭州,大众朗逸,23,白色
18,1,女,天津,宝马3系,96,白色
19,3,男,深圳,奥迪Q2L,65,灰色
20,5,女,北京,奔驰EQC,150,灰色
21,7,女,上海,宝马3系,96,红色
22,2,男,上海,宝马X1,95,灰色
23,1,男,广州,宝马X1,95,灰色
24,11,男,天津,奥迪Q2L,65,白色
25,6,男,杭州,奥迪Q2L,65,红色
26,12,男,深圳,大众朗逸,23,白色
27,1,女,北京,奔驰EQC,150,红色
28,9,男,深圳,宝马3系,96,黑色
29,10,男,北京,奥迪A6L,87,蓝色
30,2,男,天津,宝马X1,95,蓝色
31,3,女,广州,大众朗逸,23,红色
32,7,女,深圳,大众朗逸,23,灰色
33,7,男,上海,奔驰EQC,150,黑色
34,8,女,天津,奥迪A6L,87,红色
35,5,女,天津,奥迪A6L,87,黑色
36,6,男,北京,大众朗逸,23,灰色
37,6,男,天津,奥迪A6L,87,白色
38,1,女,深圳,大众朗逸,23,红色
39,8,男,杭州,奔驰EQC,150,黑色
40,4,男,天津,大众朗逸,23,灰色
41,6,女,杭州,奥迪A6L,87,黑色
42,2,女,上海,大众朗逸,23,白色
43,8,女,上海,大众朗逸,23,红色
44,4,女,广州,奥迪A6L,87,灰色
45,3,男,天津,宝马3系,96,红色
46,12,男,广州,奥迪A6L,87,白色
47,11,男,上海,宝马3系,96,灰色
48,6,女,北京,宝马X1,95,黑色
49,11,女,天津,奥迪A6L,87,黑色
50,11,女,杭州,奥迪Q2L,65,黑色
51,8,男,深圳,大众朗逸,23,红色
52,1,女,天津,奥迪Q2L,65,白色
53,7,男,北京,大众朗逸,23,黑色
54,4,男,北京,奥迪A6L,87,白色
55,2,男,北京,宝马X1,95,白色
56,3,男,杭州,宝马3系,96,红色
57,6,女,天津,大众朗逸,23,红色
58,9,男,上海,宝马3系,96,黑色
59,3,女,北京,大众朗逸,23,白色
60,10,女,杭州,奥迪A6L,87,白色
61,1,女,上海,宝马3系,96,蓝色
62,2,女,北京,奥迪Q2L,65,蓝色
63,11,女,广州,宝马X1,95,黑色
64,1,女,上海,奔驰EQC,150,白色
65,11,女,上海,奔驰EQC,150,蓝色
66,5,男,上海,奥迪A6L,87,蓝色
67,5,男,杭州,奔驰EQC,150,黑色
68,8,女,深圳,宝马X1,95,灰色
69,5,女,天津,大众朗逸,23,灰色
70,5,女,天津,奥迪A6L,87,白色
71,6,男,天津,奥迪Q2L,65,黑色
72,4,男,上海,大众朗逸,23,灰色
73,2,女,北京,宝马X1,95,灰色
74,12,男,北京,宝马X1,95,蓝色
75,1,女,北京,奥迪A6L,87,红色
76,9,男,广州,奥迪Q2L,65,黑色
77,2,男,杭州,宝马X1,95,黑色
78,10,男,广州,奔驰EQC,150,黑色
79,2,男,深圳,奥迪A6L,87,黑色
80,9,女,杭州,大众朗逸,23,蓝色
81,10,女,上海,奥迪Q2L,65,白色
82,7,女,深圳,奥迪Q2L,65,灰色
83,1,女,天津,奥迪Q2L,65,蓝色
84,9,女,杭州,宝马X1,95,白色
85,1,男,上海,奥迪Q2L,65,黑色
86,5,男,深圳,奥迪A6L,87,白色
87,1,男,北京,奥迪Q2L,65,灰色
88,5,女,上海,奥迪A6L,87,灰色
89,5,女,杭州,奔驰EQC,150,红色
90,12,女,天津,宝马X1,95,白色
91,11,女,深圳,宝马3系,96,红色
92,4,男,杭州,宝马X1,95,蓝色
93,9,女,广州,奥迪Q2L,65,灰色
94,6,女,天津,奥迪Q2L,65,白色
95,3,男,北京,奥迪Q2L,65,灰色
96,1,女,杭州,大众朗逸,23,黑色
97,8,男,深圳,奔驰EQC,150,白色
98,1,女,上海,宝马3系,96,红色
99,9,男,广州,宝马3系,96,红色
100,8,男,杭州,宝马X1,95,红色
101,5,女,杭州,奔驰EQC,150,蓝色
102,5,男,深圳,奥迪Q2L,65,红色
103,8,女,广州,奥迪Q2L,65,红色
104,2,女,广州,奔驰EQC,150,蓝色
105,5,男,天津,奥迪A6L,87,灰色
106,8,女,天津,大众朗逸,23,黑色
107,2,女,上海,奔驰EQC,150,灰色
108,7,男,北京,奥迪A6L,87,蓝色
109,6,男,天津,奥迪Q2L,65,蓝色
110,7,男,上海,宝马3系,96,蓝色
111,9,女,深圳,奥迪A6L,87,灰色
112,1,女,天津,宝马3系,96,白色
113,2,男,北京,大众朗逸,23,红色
114,10,男,北京,奥迪Q2L,65,灰色
115,7,男,杭州,宝马3系,96,黑色
116,2,女,天津,大众朗逸,23,红色
117,11,男,北京,奔驰EQC,150,蓝色
118,4,男,天津,宝马X1,95,蓝色
